Discriminant ? Level ? w_m ? Genus ? Elliptic Point Counts
34 ? 1 ? 17 ? 0 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
34 ? 1 ? 34 ? 0 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
34 ? 3 ? 1 ? 5 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 3 ? 2 ? 3 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
34 ? 3 ? 3 ? 2 ? <2, 0>,<3, 0>,<4, 0>,<6, 4> 
34 ? 3 ? 6 ? 2 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
34 ? 3 ? 17 ? 1 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
34 ? 3 ? 34 ? 3 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 3 ? 51 ? 2 ? <2, 4>,<3, 2>,<4, 0>,<6, 0> 
34 ? 3 ? 102 ? 2 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
34 ? 5 ? 1 ? 9 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 5 ? 2 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 5 ? 5 ? 4 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
34 ? 5 ? 10 ? 4 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
34 ? 5 ? 17 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 5 ? 34 ? 3 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 5 ? 85 ? 4 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
34 ? 5 ? 170 ? 2 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
34 ? 7 ? 1 ? 9 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 7 ? 2 ? 5 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 7 ? 7 ? 5 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 7 ? 14 ? 3 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 7 ? 17 ? 3 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 7 ? 34 ? 3 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 7 ? 119 ? 5 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 7 ? 238 ? 3 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 11 ? 1 ? 17 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 11 ? 2 ? 9 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 11 ? 11 ? 8 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
34 ? 11 ? 17 ? 7 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 11 ? 22 ? 8 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
34 ? 11 ? 34 ? 9 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 11 ? 187 ? 8 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
34 ? 11 ? 374 ? 2 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
34 ? 13 ? 1 ? 17 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 13 ? 2 ? 9 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 13 ? 13 ? 9 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 13 ? 17 ? 7 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 13 ? 26 ? 9 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 13 ? 34 ? 9 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 13 ? 221 ? 5 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 13 ? 442 ? 7 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 15 ? 1 ? 33 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 15 ? 2 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 3 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 5 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 6 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 10 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 15 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 17 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 30 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 34 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 51 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 85 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 102 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 170 ? 11 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 255 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 15 ? 510 ? 13 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
34 ? 19 ? 1 ? 25 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 19 ? 2 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 19 ? 17 ? 13 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 19 ? 19 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 19 ? 34 ? 11 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 19 ? 38 ? 13 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 19 ? 323 ? 11 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
34 ? 19 ? 646 ? 9 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 1 ? 41 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 21 ? 2 ? 21 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 21 ? 3 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 8> 
34 ? 21 ? 6 ? 19 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 7 ? 21 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 21 ? 14 ? 17 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 17 ? 17 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 21 ? 21 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 34 ? 21 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 42 ? 21 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 51 ? 21 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 21 ? 102 ? 21 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 119 ? 21 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 21 ? 238 ? 21 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 357 ? 19 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 21 ? 714 ? 15 ? <2, 24>,<3, 8>,<4, 0>,<6, 0> 
34 ? 23 ? 1 ? 33 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 23 ? 2 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 23 ? 17 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 23 ? 23 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 23 ? 34 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 23 ? 46 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 23 ? 391 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 23 ? 782 ? 11 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
34 ? 29 ? 1 ? 41 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 29 ? 2 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 29 ? 17 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 29 ? 29 ? 18 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
34 ? 29 ? 34 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 29 ? 58 ? 20 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
34 ? 29 ? 493 ? 18 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
34 ? 29 ? 986 ? 10 ? <2, 44>,<3, 0>,<4, 0>,<6, 0> 
34 ? 31 ? 1 ? 41 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 31 ? 2 ? 21 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 31 ? 17 ? 19 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 31 ? 31 ? 21 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 31 ? 34 ? 19 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 31 ? 62 ? 17 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 31 ? 527 ? 21 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 31 ? 1054 ? 17 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 33 ? 1 ? 65 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 33 ? 2 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 3 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 6 ? 31 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 11 ? 31 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 17 ? 29 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 22 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 33 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 34 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 51 ? 31 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 66 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 102 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 187 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 374 ? 19 ? <2, 56>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 561 ? 29 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
34 ? 33 ? 1122 ? 29 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 1 ? 65 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 35 ? 2 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 5 ? 31 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 7 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 10 ? 31 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 14 ? 29 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 17 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 34 ? 29 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 35 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 70 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 85 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 119 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 170 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 238 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 595 ? 31 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 35 ? 1190 ? 23 ? <2, 40>,<3, 0>,<4, 0>,<6, 0> 
34 ? 37 ? 1 ? 49 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 37 ? 2 ? 25 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 37 ? 17 ? 25 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 37 ? 34 ? 23 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 37 ? 37 ? 24 ? <2, 4>,<3, 8>,<4, 0>,<6, 0> 
34 ? 37 ? 74 ? 20 ? <2, 20>,<3, 8>,<4, 0>,<6, 0> 
34 ? 37 ? 629 ? 16 ? <2, 36>,<3, 8>,<4, 0>,<6, 0> 
34 ? 37 ? 1258 ? 22 ? <2, 12>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 1 ? 73 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 39 ? 2 ? 37 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 39 ? 3 ? 35 ? <2, 0>,<3, 0>,<4, 0>,<6, 8> 
34 ? 39 ? 6 ? 37 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 13 ? 37 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 17 ? 33 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 26 ? 37 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 34 ? 37 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 39 ? 37 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 39 ? 51 ? 35 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
34 ? 39 ? 78 ? 35 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 102 ? 37 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 221 ? 29 ? <2, 32>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 442 ? 37 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 39 ? 663 ? 37 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 39 ? 1326 ? 27 ? <2, 40>,<3, 8>,<4, 0>,<6, 0> 
34 ? 41 ? 1 ? 57 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 41 ? 2 ? 29 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 41 ? 17 ? 29 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 41 ? 34 ? 29 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 41 ? 41 ? 25 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
34 ? 41 ? 82 ? 27 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 41 ? 697 ? 27 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
34 ? 41 ? 1394 ? 17 ? <2, 48>,<3, 0>,<4, 0>,<6, 0> 
34 ? 43 ? 1 ? 57 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 43 ? 2 ? 29 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 43 ? 17 ? 29 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 43 ? 34 ? 27 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
34 ? 43 ? 43 ? 29 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
34 ? 43 ? 86 ? 29 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
34 ? 43 ? 731 ? 23 ? <2, 24>,<3, 4>,<4, 0>,<6, 0> 
34 ? 43 ? 1462 ? 25 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
34 ? 47 ? 1 ? 65 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
34 ? 47 ? 2 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 47 ? 17 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 47 ? 34 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 47 ? 47 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 47 ? 94 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 47 ? 799 ? 33 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
34 ? 47 ? 1598 ? 25 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
35 ? 1 ? 1 ? 3 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 1 ? 5 ? 2 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 1 ? 7 ? 1 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
35 ? 1 ? 35 ? 0 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 2 ? 1 ? 7 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 2 ? 2 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
35 ? 2 ? 5 ? 4 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 2 ? 7 ? 2 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 2 ? 10 ? 4 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 2 ? 14 ? 4 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 2 ? 35 ? 1 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
35 ? 2 ? 70 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
35 ? 3 ? 1 ? 9 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 3 ? 3 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 3 ? 5 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 3 ? 7 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 3 ? 15 ? 3 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 3 ? 21 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 3 ? 35 ? 1 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 3 ? 105 ? 3 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 1 ? 25 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 6 ? 2 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 3 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 5 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 6 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 7 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 10 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 14 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 15 ? 9 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 21 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 30 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 35 ? 7 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 42 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 70 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 105 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 6 ? 210 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 11 ? 1 ? 25 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 11 ? 5 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 11 ? 7 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 11 ? 11 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 11 ? 35 ? 9 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 11 ? 55 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 11 ? 77 ? 9 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 11 ? 385 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 13 ? 1 ? 29 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 13 ? 5 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 13 ? 7 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 13 ? 13 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 13 ? 35 ? 11 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 13 ? 65 ? 11 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 13 ? 91 ? 15 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 13 ? 455 ? 5 ? <2, 40>,<3, 0>,<4, 0>,<6, 0> 
35 ? 17 ? 1 ? 37 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 17 ? 5 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 17 ? 7 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 17 ? 17 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 17 ? 35 ? 15 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 17 ? 85 ? 17 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 17 ? 119 ? 19 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 17 ? 595 ? 15 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 19 ? 1 ? 41 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 19 ? 5 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 19 ? 7 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 19 ? 19 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 19 ? 35 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 19 ? 95 ? 13 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
35 ? 19 ? 133 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 19 ? 665 ? 15 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 1 ? 73 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 22 ? 2 ? 35 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 5 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 7 ? 33 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 10 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 11 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 14 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 22 ? 35 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 35 ? 31 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 55 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 70 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 77 ? 33 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 110 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 154 ? 37 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 385 ? 35 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 22 ? 770 ? 29 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
35 ? 23 ? 1 ? 49 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 23 ? 5 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 23 ? 7 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
35 ? 23 ? 23 ? 19 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
35 ? 23 ? 35 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 23 ? 115 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 23 ? 161 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 23 ? 805 ? 21 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
35 ? 26 ? 1 ? 85 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
35 ? 26 ? 2 ? 43 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 26 ? 5 ? 43 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
35 ? 26 ? 7 ? 43 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
